x0,x1,x2,x3,y,x4,x5
0.9,A0,A1,58.7,3578.0,6.3,6.28
0.7,,A0,62.9,2401.0,5.62,5.67
0.24,A2,A2,60.7,432.0,4.04,4.07
0.56,A0,A1,59.1,1225.0,5.44,5.38
0.41,A0,A4,62.4,1007.0,4.71,4.77
2.04,,A6,59.3,8408.0,8.3,8.25
0.32,,A4,62.8,828.0,4.41,4.38
0.9,,A1,62.4,,6.17,6.13
1.02,A4,A4,71.8,4455.0,6.04,5.97
0.46,A1,A1,61.3,1116.0,5.02,4.96
0.42,A0,A3,61.9,847.0,4.77,4.82
1.54,,A3,60.9,12800.0,7.49,7.45
0.32,,A5,62.3,926.0,4.35,4.38
0.51,A2,A0,62.9,,5.06,5.12
1.18,,,61.1,9260.0,6.84,6.78
0.37,,A2,61.8,896.0,4.61,4.64
0.3,,A4,63.4,394.0,4.23,4.26
0.41,A1,A7,62.1,1336.0,4.77,4.76
1.51,A2,,63.2,11263.0,7.23,7.17
1.01,,A4,59.7,4858.0,6.53,6.57
1.07,A0,A3,62.5,6644.0,6.58,6.5
0.9,A2,A4,61.5,4136.0,6.13,6.19
0.3,A1,A5,62.2,789.0,4.27,4.31
1.23,A1,A1,60.6,5951.0,6.98,6.94
1.21,A0,A3,59.3,6849.0,6.93,6.99
1.03,A1,A1,61.8,5013.0,6.46,6.52
0.7,A1,,60.3,3524.0,5.77,5.82
0.7,A0,A2,62.5,3018.0,5.68,5.61
,A1,A3,62.3,6480.0,6.6,6.57
0.91,A2,A0,63.5,4389.0,6.13,6.18
1.01,A2,A0,58.6,4766.0,6.52,6.58
0.35,A3,A0,57.7,739.0,4.69,4.64
1.27,A1,A3,62.9,7937.0,6.88,6.92
0.51,A0,A3,62.1,1687.0,5.12,5.09
2.02,A2,A1,63.1,15848.0,8.06,8.02
,,A1,60.6,2271.0,5.92,5.97
0.33,A1,A4,60.6,1002.0,4.54,4.5
1.01,A2,A3,62.5,6083.0,6.4,6.44
0.4,,A2,61.6,1056.0,4.78,4.73
0.42,A1,A3,62.1,1087.0,4.84,4.79
0.73,A1,A4,62.3,3311.0,5.8,5.75
0.91,A2,A1,61.6,3653.0,6.14,6.24
0.47,A0,,59.5,1110.0,5.09,5.06
0.77,A1,A0,62.4,2875.0,5.84,5.9
0.41,A0,A3,61.6,1107.0,4.77,4.74
1.21,,,63.4,5290.0,6.72,6.79
1.0,A0,A2,63.0,9918.0,6.38,6.35
0.81,A0,A0,59.4,2403.0,6.11,6.07
0.36,A2,,62.0,537.0,4.53,4.56
1.5,A3,A3,63.9,10886.0,7.22,7.17
0.66,,A4,62.1,2851.0,5.54,5.57
0.28,A2,,59.9,504.0,4.23,4.28
1.01,A0,A1,62.2,4672.0,6.43,6.4
0.41,,A4,62.1,889.0,4.72,4.75
0.76,,A0,61.7,2814.0,5.88,5.85
2.03,A2,A3,61.4,15826.0,8.06,8.12
1.06,A2,A5,61.8,11815.0,6.49,6.52
0.57,A2,,63.4,1369.0,5.26,5.21
,A2,A0,62.5,7313.0,6.79,6.82
1.01,A3,A1,64.0,3932.0,6.28,6.34
1.05,A0,A7,60.6,8850.0,6.57,6.59
1.0,A2,A0,63.1,4474.0,6.36,6.34
0.3,A1,A3,60.8,491.0,4.33,4.38
0.51,A2,A4,61.0,1756.0,5.15,5.18
2.01,A2,A1,60.8,17244.0,8.09,8.15
2.01,A4,A1,65.8,13587.0,7.77,7.68
0.3,,A0,63.5,641.0,4.22,4.19
0.33,,,61.6,666.0,4.44,4.46
0.41,A1,A4,62.1,1076.0,4.76,4.74
0.78,A2,A3,62.2,3429.0,5.86,5.9
0.25,A2,,61.6,633.0,4.05,4.08
0.9,A3,A7,63.7,3734.0,6.02,6.07
0.9,A0,,62.2,3734.0,6.1,6.16
1.09,A0,A1,61.3,5042.0,6.65,6.62
1.02,,A5,63.0,7797.0,6.43,6.4
1.01,,,59.3,7240.0,6.53,6.49
1.14,A1,A1,62.4,5473.0,6.64,6.7
0.26,A2,A4,61.7,453.0,4.1,4.14
0.58,A3,A0,63.2,1388.0,5.3,5.33
1.51,,A4,60.2,12430.0,7.39,7.36
1.06,A1,A2,61.8,6698.0,6.52,6.49
0.82,A0,A1,60.8,2824.0,6.05,6.03
1.51,A0,A4,60.0,,7.51,7.45
0.25,A2,A2,60.2,575.0,4.07,4.14
1.02,A2,A1,63.1,4370.0,6.41,6.34
0.23,A2,A2,61.8,465.0,3.92,3.95
0.42,A1,A2,62.0,1132.0,4.81,4.84
2.0,,A1,59.7,11988.0,8.29,8.22
0.96,A0,A1,59.3,4204.0,6.49,6.43
0.39,A2,,58.8,821.0,4.8,4.83
0.51,A1,A0,62.9,1624.0,5.1,5.09
0.3,,A0,62.5,675.0,4.27,4.24
0.3,,A0,61.7,422.0,4.3,4.32
1.24,,A2,62.6,13929.0,6.94,6.89
0.36,A1,A5,62.1,945.0,4.6,4.58
1.07,A0,A3,62.5,6232.0,6.6,6.53
0.51,A1,A3,61.6,1375.0,5.16,5.19
0.33,A1,A1,62.9,631.0,4.43,4.41
1.12,A1,A2,61.4,9634.0,6.69,6.66
1.53,A0,A3,59.8,10224.0,7.49,7.52
0.33,,A5,61.9,858.0,4.45,4.5
0.32,A3,A3,56.7,603.0,4.52,4.55
0.27,,A5,62.3,799.0,4.17,4.15
0.71,A1,A5,62.4,2559.0,5.69,5.76
0.7,,A2,60.9,3737.0,5.69,5.73
0.23,,A3,62.6,543.0,3.92,3.88
2.01,A4,A1,65.9,12617.0,7.8,7.74
0.5,A3,A3,63.6,1433.0,5.05,5.02
0.91,,A1,63.8,3848.0,6.04,6.09
1.57,,,61.3,,7.47,7.44
0.51,A1,A3,62.0,1662.0,5.13,5.1
0.82,A0,A1,59.7,2867.0,6.14,6.12
0.31,A2,A5,58.8,778.0,4.44,4.47
1.6,A0,A1,61.8,,7.51,7.46
0.4,,A7,62.7,,4.64,4.7
0.4,A2,A2,62.4,1017.0,4.7,4.76
0.9,A3,A3,64.0,3919.0,6.11,6.07
1.1,,A1,62.8,,6.63,6.56
2.2,A0,A4,61.7,15201.0,8.34,8.3
1.51,A0,A4,62.7,16518.0,7.25,7.33
1.0,A3,A2,57.8,8960.0,6.55,6.46
0.4,A1,A0,60.9,873.0,4.8,4.78
0.3,A3,A0,63.3,394.0,4.23,4.3
0.71,A2,A3,61.3,2709.0,5.7,5.76
0.55,A1,A1,62.0,1221.0,5.27,5.31
0.31,,A3,59.0,942.0,4.48,4.44
0.32,A1,A5,62.1,990.0,4.43,4.39
1.09,A1,A0,62.4,,6.59,6.68
0.76,,A0,61.3,3050.0,5.87,5.93
0.81,,A0,63.0,2534.0,5.79,5.87
0.35,A1,A5,61.7,887.0,4.54,4.57
0.33,,A4,60.3,727.0,4.48,4.51
0.41,A2,A4,60.5,899.0,4.81,4.85
0.81,A0,A1,62.2,2616.0,5.96,5.9
1.05,A2,A0,59.7,,6.63,6.71
0.76,A1,A3,61.9,3648.0,5.83,5.86
1.01,,A4,63.9,7597.0,6.31,6.36
0.34,A1,,61.1,858.0,4.55,4.58
0.51,,A0,60.0,1380.0,5.19,5.24
1.04,,A0,62.1,4316.0,6.48,6.41
0.52,A2,A0,62.3,1227.0,5.14,5.17
1.0,A3,A1,64.3,3965.0,6.22,6.19
0.32,A1,A7,61.1,1018.0,4.42,4.48
0.53,A1,A2,61.4,2275.0,5.19,5.23
1.76,A1,A4,62.0,11722.0,7.74,7.71
1.27,A0,A1,60.4,4660.0,7.04,7.0
0.94,A0,A3,60.1,4548.0,6.35,6.32
1.23,A1,A2,59.9,13034.0,6.95,7.03
0.38,,A5,61.8,1211.0,4.67,4.62
0.56,,A3,61.5,1915.0,5.3,5.27
1.21,A1,A3,62.5,5707.0,6.79,6.74
0.31,A2,A4,63.5,628.0,4.28,4.26
0.32,,A5,62.7,730.0,4.36,4.41
0.71,A3,A0,64.2,,5.59,5.57
0.31,A0,A3,62.5,816.0,4.4,4.37
0.9,A4,A1,55.9,3104.0,6.35,6.42
0.3,,A4,61.4,675.0,4.37,4.33
0.41,A2,A0,63.4,852.0,4.75,4.68
0.7,A2,A3,58.9,2400.0,5.79,5.85
0.3,A0,A4,62.4,630.0,4.29,4.23
1.2,A1,A3,62.1,7741.0,6.84,6.78
0.31,,A3,64.4,531.0,4.24,4.29
1.01,A3,A3,64.4,5418.0,6.23,6.31
0.96,A4,A6,66.9,1705.0,6.15,6.04
0.85,A1,A4,61.6,4164.0,6.08,6.12
0.51,A1,A3,61.0,1832.0,5.18,5.15
0.33,A1,A5,61.0,1176.0,4.52,4.47
1.18,,,61.1,4916.0,6.8,6.76
1.59,,A0,62.3,,7.42,7.49
0.3,A3,A4,63.6,776.0,4.31,4.27
0.42,,A5,62.0,945.0,4.88,4.8
0.31,A3,A2,63.8,707.0,4.24,4.28
1.54,A2,A1,61.1,8893.0,7.36,7.47
0.8,A2,A1,62.5,2804.0,5.88,5.96
1.05,,A0,61.9,4608.0,6.45,6.5
0.54,,A4,61.5,1147.0,5.24,5.26
1.51,A1,A1,60.8,8637.0,7.39,7.44
1.5,A0,A3,61.1,11255.0,7.37,7.35
0.41,,A4,62.6,1019.0,4.75,4.77
0.55,,A3,61.7,1709.0,5.25,5.31
0.41,A1,A2,61.4,1243.0,4.79,4.76
1.0,,A2,61.6,9139.0,6.41,6.45
1.58,A1,A4,60.4,13950.0,7.55,7.65
0.38,,A7,59.5,1421.0,4.77,4.84
1.09,,A0,61.4,4565.0,6.61,6.67
1.52,A0,A0,59.5,12823.0,7.5,7.43
0.38,A1,A2,60.8,963.0,4.69,4.72
0.31,A1,A7,61.0,1168.0,4.38,4.41
0.91,A0,A4,61.8,4670.0,6.32,6.27
0.9,A2,A1,60.3,3519.0,6.27,6.34
0.91,,A3,61.6,4823.0,6.18,6.2
1.06,,,62.6,5020.0,6.4,6.51
0.3,A0,A3,62.8,844.0,4.26,4.24
0.83,A1,A4,62.1,4989.0,6.02,6.05
1.52,A1,A0,63.0,11510.0,7.31,7.38
1.51,A2,A0,61.2,6851.0,7.32,7.36
0.7,A3,A1,60.6,2109.0,5.71,5.77
0.91,A0,A5,62.5,,6.16,6.19
0.34,A0,A3,62.9,880.0,4.46,4.44
0.44,,A0,62.9,1040.0,4.88,4.85
0.23,A2,A2,60.8,472.0,3.97,3.99
0.36,,A3,61.1,864.0,4.61,4.56
0.34,A0,A0,62.1,612.0,4.5,4.46
0.7,A2,A1,61.7,1788.0,5.64,5.67
0.4,A0,A1,62.9,585.0,4.68,4.63
1.11,,A0,61.6,5854.0,6.69,6.73
0.3,,A3,60.9,710.0,4.32,4.35
1.11,A2,A5,59.7,10141.0,6.77,6.82
0.31,,A3,62.0,680.0,4.34,4.37
1.21,A0,A4,59.5,8305.0,6.97,7.01
0.57,A1,A3,61.7,1949.0,5.36,5.34
0.9,A2,,61.0,3447.0,6.11,6.16
0.7,A2,A5,63.3,2042.0,5.63,5.68
1.15,,A1,63.6,4021.0,6.6,6.64
1.57,,A1,62.1,6702.0,7.37,7.41
0.46,A4,A4,65.6,972.0,4.85,4.82
0.7,,,65.2,2290.0,5.56,5.52
0.36,A2,A0,62.8,619.0,4.51,4.54
0.24,A2,A5,62.2,552.0,3.99,4.02
1.28,,A1,62.6,5654.0,6.87,6.89
1.7,,A3,62.9,9586.0,7.55,7.59
0.3,A0,A0,59.5,526.0,4.39,4.42
0.26,A1,A7,61.2,545.0,4.13,4.16
0.5,A3,A0,62.5,1286.0,4.99,4.93
0.31,A1,A3,62.3,802.0,4.33,4.3
0.51,A2,A3,63.2,1417.0,5.07,5.05
0.3,A3,A4,63.3,565.0,4.28,4.31
0.57,A1,,62.5,1914.0,5.28,5.31
1.24,,A0,61.4,6075.0,6.86,6.92
1.01,A0,A0,62.8,4642.0,6.38,6.36
1.01,,A3,63.1,6267.0,6.41,6.37
1.25,A1,A4,61.6,7485.0,6.91,6.95
0.83,,A3,61.3,4271.0,6.06,6.08
0.33,,A2,60.9,965.0,4.5,4.43
1.51,A3,A6,57.0,6088.0,7.53,7.48
0.5,,A3,63.4,1635.0,5.04,5.09
0.41,,A5,61.7,1356.0,4.8,4.77
0.31,,,61.2,914.0,4.35,4.38
0.3,A1,A3,62.3,658.0,4.3,4.34
0.31,,A5,60.4,779.0,4.35,4.43
2.03,A2,A0,60.1,18630.0,8.09,8.18
1.23,A1,A1,62.1,7336.0,6.91,6.84
0.3,A1,A1,61.1,447.0,4.32,4.35
1.51,A2,A1,60.6,8916.0,7.41,7.43
0.9,A2,A4,63.0,5757.0,6.13,6.18
0.42,,A5,62.4,945.0,4.83,4.79
0.82,,A0,57.5,2140.0,6.25,6.2
2.29,,A7,61.4,18426.0,8.45,8.49
1.01,,A0,63.8,4179.0,6.31,6.36
1.23,A0,A2,61.6,11430.0,6.8,6.9
1.31,,A4,62.1,5722.0,6.98,6.97
0.7,A2,A4,63.1,2129.0,5.61,5.67
0.31,,A1,62.6,593.0,4.35,4.27
1.24,A1,A3,62.9,9111.0,6.84,6.79
0.4,A1,A1,61.0,,4.76,4.81
1.25,,A5,61.3,10996.0,6.95,6.98
0.32,A1,A3,62.0,523.0,4.41,4.43
0.31,A1,A7,62.1,914.0,4.33,4.37
0.74,A2,A0,62.2,2762.0,5.73,5.82
0.31,A0,A5,61.0,571.0,4.33,4.39
0.31,,A7,63.9,924.0,4.27,4.3
1.01,A0,A1,61.9,3790.0,6.42,6.37
0.33,,A7,61.9,1207.0,4.45,4.41
0.52,A1,A7,60.9,2111.0,5.17,5.21
0.31,A2,A0,63.4,698.0,4.33,4.31
0.76,,A4,61.6,3424.0,5.85,5.9
0.72,A0,A5,62.8,3689.0,5.75,5.68
1.01,A1,A4,62.0,7602.0,6.45,6.39
0.31,A1,A3,61.2,734.0,4.37,4.42
0.41,,,61.3,969.0,4.8,4.76
1.02,A0,A4,61.3,8181.0,6.52,6.47
1.21,A0,A3,63.0,7318.0,6.72,6.67
0.36,A1,A5,61.5,645.0,4.61,4.63
0.57,,A2,61.7,2206.0,5.41,5.32
1.55,A0,A3,62.7,10827.0,7.42,7.36
0.55,A1,A0,62.1,1668.0,5.26,5.21
0.7,A0,A4,62.5,3365.0,5.69,5.64
2.04,A2,A4,61.8,18127.0,8.11,8.21
1.03,,A3,62.2,6786.0,6.43,6.46
0.61,A0,,61.2,1704.0,5.48,5.44
0.3,,A7,61.0,895.0,4.32,4.34
1.59,A1,A1,61.6,8975.0,7.48,7.45
1.2,,A0,62.0,6450.0,6.78,6.83
1.26,A0,A1,61.3,6657.0,6.99,6.91
1.0,A4,,69.9,2117.0,6.13,5.86
0.53,A1,A4,61.6,2340.0,5.23,5.19
0.71,A2,,60.5,2138.0,5.75,5.79
0.46,A3,A3,63.2,1205.0,4.89,4.92
1.01,,A0,60.7,4771.0,6.49,6.45
0.56,,A3,61.0,2066.0,5.35,5.28
,,A0,62.0,,7.55,7.6
0.4,A1,A3,61.6,800.0,4.71,4.74
0.36,A0,A1,62.6,648.0,4.54,4.5
1.6,A1,A0,62.0,9376.0,7.53,7.59
0.58,A1,A4,61.9,1772.0,5.33,5.37
1.05,A1,A1,60.9,4163.0,6.55,6.62
0.3,A3,A4,63.6,776.0,4.29,4.26
1.06,A1,A1,62.8,4452.0,6.57,6.49
0.52,A2,A0,59.3,1175.0,5.25,5.28
1.11,,A1,61.3,3692.0,6.69,6.63
0.95,A1,A0,61.9,4508.0,6.29,6.35
0.33,,A5,61.1,838.0,4.47,4.5
0.5,A2,A0,61.0,1197.0,5.08,5.11
1.02,A1,A3,61.4,6499.0,6.48,6.51
0.34,A1,A4,62.6,961.0,4.52,4.49
0.4,A1,A0,62.6,1020.0,4.71,4.69
1.2,A3,A6,63.6,4346.0,6.72,6.67
0.54,A1,A7,62.5,1763.0,5.21,5.26
1.06,A1,A3,61.1,6548.0,6.56,6.59
0.72,A3,A3,63.5,2700.0,5.7,5.74
0.9,A3,A1,64.1,3595.0,6.04,6.09
1.35,A1,A3,61.8,6754.0,7.1,7.14
1.52,A2,A1,62.1,9552.0,7.26,7.34
0.67,,A0,60.2,,5.61,5.68
0.7,A2,A3,63.3,2657.0,5.63,5.59
0.7,A1,A3,62.8,2697.0,5.71,5.62
0.41,A1,A0,62.2,1056.0,4.76,4.79
0.71,,A0,58.4,2282.0,5.8,5.83
0.42,A0,,60.5,1389.0,4.84,4.81
0.46,,A0,61.4,990.0,4.97,4.99
0.53,,A2,61.1,2472.0,5.22,5.28
0.41,A1,A2,61.2,1323.0,4.78,4.82
0.52,A1,A3,61.3,1644.0,5.19,5.22
1.11,A0,A0,58.4,,6.87,6.83
0.3,,A4,60.5,608.0,4.33,4.3
0.73,A1,A2,61.7,3524.0,5.76,5.82
0.72,,A3,60.3,2724.0,5.84,5.81
0.55,A3,,63.8,969.0,5.09,5.12
0.7,,A5,63.1,3073.0,5.64,5.67
0.71,,A3,59.6,2954.0,5.8,5.85
0.35,A1,A0,60.8,644.0,4.56,4.59
1.11,A1,A1,61.7,5299.0,6.65,6.69
0.91,,A0,62.3,4914.0,6.18,6.21
1.6,,A0,61.2,9229.0,7.59,7.5
0.59,,A3,62.0,1300.0,5.4,5.43
1.0,A2,A1,63.2,4628.0,6.24,6.32
0.4,A1,,61.2,855.0,4.77,4.74
0.31,,A4,61.6,734.0,4.35,4.38
1.03,A1,A0,59.8,5018.0,6.64,6.57
1.5,A2,A4,60.2,,7.3,7.36
0.41,A1,A0,62.6,969.0,4.73,4.72
0.32,,A5,61.7,1140.0,4.44,4.41
1.21,A1,A4,62.7,8759.0,6.79,6.83
1.43,A1,A4,59.9,11302.0,7.35,7.3
1.11,A2,A0,61.9,4273.0,6.58,6.64
0.43,A1,A3,62.0,1129.0,4.86,4.81
0.31,A2,A4,62.4,544.0,4.28,4.34
1.25,,A1,62.7,5362.0,6.82,6.86
0.32,A0,A3,62.0,561.0,4.33,4.38
0.61,A1,A2,61.8,2634.0,5.43,5.47
0.24,A2,A7,60.4,552.0,4.02,4.06
0.53,A1,A1,60.9,1220.0,5.26,5.29
0.53,A1,A3,60.0,1813.0,5.3,5.24
0.9,A2,A1,61.2,3481.0,6.21,6.27
0.41,,A0,61.4,876.0,4.78,4.73
0.41,A2,A3,62.7,833.0,4.68,4.73
1.0,,A0,63.5,5122.0,6.28,6.35
0.32,A3,A4,60.8,548.0,4.4,4.45
1.04,A3,A4,63.2,7399.0,6.41,6.44
1.7,A0,A0,61.8,15804.0,7.62,7.52
0.31,A3,A4,63.7,489.0,4.3,4.33
2.0,,A0,65.1,14430.0,7.86,7.77
0.5,,A4,62.1,1624.0,5.06,5.22
1.13,,A4,61.8,6980.0,6.66,6.7
0.73,A1,A4,60.9,3459.0,5.79,5.83
0.35,,A4,59.7,790.0,4.59,4.62
1.05,A1,A2,61.4,9555.0,6.54,6.59
0.31,A3,A3,63.4,625.0,4.29,4.32
0.31,A1,A3,62.2,734.0,4.31,4.34
0.9,A0,A2,60.9,3730.0,6.25,6.22
0.5,,A0,62.9,1187.0,5.04,5.07
0.38,,A2,62.5,1013.0,4.62,4.66
0.78,A2,A0,60.9,3055.0,5.93,5.97
2.14,A0,A1,58.4,10306.0,8.52,8.5
0.33,,A3,61.8,781.0,4.45,4.48
0.7,,A3,61.7,2762.0,5.64,5.61
0.91,,A0,63.9,3485.0,6.08,6.13
1.68,A1,A1,62.7,11147.0,7.45,7.58
0.7,A3,A3,60.1,2591.0,5.73,5.78
0.26,,A7,61.6,657.0,4.07,4.11
0.31,,A5,61.9,907.0,4.34,4.32
1.01,A0,A3,61.1,6097.0,6.44,6.35
0.3,,A7,62.8,956.0,4.32,4.28
1.08,A1,A0,61.8,4524.0,6.58,6.55
0.91,,A0,62.4,,6.23,6.11
0.82,,A1,62.3,2456.0,5.96,5.98
0.33,,A5,62.2,752.0,4.4,4.44
0.55,A1,A4,62.2,2079.0,5.26,5.22
0.72,A1,A4,62.5,3629.0,5.71,5.74
2.01,,A1,62.1,12349.0,8.12,8.08
1.0,A0,A1,61.1,4452.0,6.38,6.35
1.23,,,60.3,10304.0,6.98,6.97
0.41,A4,A2,64.7,833.0,4.68,4.72
0.37,A1,A3,61.2,,4.58,4.64
0.37,A1,A7,60.5,926.0,4.66,4.7
1.2,A1,A3,62.3,9912.0,6.81,6.78
1.14,A0,A0,62.1,4463.0,6.73,6.61
0.73,A1,A1,62.8,2431.0,5.73,5.76
2.0,A0,A3,60.7,16694.0,8.07,8.02
1.0,A0,A5,61.0,9724.0,6.39,6.43
0.32,A2,A5,61.9,842.0,4.36,4.39
0.32,A1,A3,61.9,972.0,4.44,4.41
0.73,A2,A4,62.4,2999.0,5.71,5.75
0.3,A1,A4,62.5,605.0,4.29,4.32
1.51,,A1,64.3,7314.0,7.24,7.15
0.31,,A4,61.4,625.0,4.36,4.37
0.93,A2,A0,62.8,4304.0,6.19,6.24
0.7,,A3,63.8,2496.0,5.66,5.59
0.9,,A0,61.6,3597.0,6.13,6.19
1.7,,A3,62.2,11888.0,7.65,7.6
1.0,A2,,61.9,5020.0,6.35,6.38
0.51,,A2,61.5,1974.0,5.15,5.12
1.5,A2,A0,61.4,9035.0,7.27,7.33
2.21,,A1,62.7,13642.0,8.33,8.25
0.46,A2,A5,61.4,1657.0,4.95,4.99
0.5,,A3,63.4,,5.09,5.06
0.3,A1,A3,62.3,491.0,4.27,4.3
0.97,A4,A1,67.2,2338.0,6.09,6.0
1.7,A0,A2,59.8,18718.0,7.7,7.75
1.24,A1,A3,61.8,8726.0,6.91,6.95
0.24,A2,,62.9,552.0,3.97,4.01
0.44,,A0,62.7,772.0,4.82,4.85
0.51,A1,A7,61.6,2162.0,5.17,5.19
1.18,,A1,61.8,4211.0,6.83,6.7
,A0,A0,61.7,2988.0,5.86,5.9
1.05,,A1,63.3,4763.0,6.5,6.46
1.01,A2,A1,62.0,4249.0,6.37,6.41
0.59,,A3,60.1,1813.0,5.44,5.48
0.52,,A3,62.2,,5.09,5.16
0.35,A2,A5,60.1,745.0,4.52,4.57
2.04,,A1,62.5,14477.0,8.02,8.17
0.33,A1,A5,61.7,893.0,4.46,4.49
1.52,A2,A1,62.7,8194.0,7.32,7.36
0.96,,,61.1,6807.0,6.34,6.39
1.32,A1,A4,62.5,5808.0,7.0,7.04
0.72,A2,A2,63.0,2144.0,5.7,5.72
0.3,A3,A2,63.0,,4.27,4.34
0.5,A2,A0,62.2,1197.0,5.03,5.07
0.36,A1,A0,61.6,718.0,4.62,4.57
1.03,,A4,59.6,6848.0,6.57,6.62
1.51,,A3,62.2,11435.0,7.29,7.33
1.59,A2,A3,60.5,10106.0,7.52,7.45
0.51,A2,A3,60.0,1549.0,5.15,5.19
0.31,A2,A0,63.1,698.0,4.35,4.3
1.02,,A0,61.7,5047.0,6.45,6.48
0.9,A2,A3,61.7,4493.0,6.17,6.21
1.27,,,62.5,8941.0,6.86,6.91
1.0,,A0,62.7,4737.0,6.36,6.39
0.9,A2,A0,62.9,3945.0,6.11,6.17
0.7,A3,A3,59.4,2234.0,5.77,5.82
0.35,,A3,59.7,829.0,4.57,4.61
1.07,A0,A3,62.8,4224.0,6.54,6.49
0.53,,A0,62.3,1197.0,5.2,5.24
0.58,,A0,62.0,1597.0,5.36,5.39
0.32,A1,A7,62.2,533.0,4.4,4.44
0.52,,A3,63.3,1670.0,5.12,5.08
1.14,A0,A0,58.9,6256.0,6.84,6.78
0.31,A0,A3,58.1,639.0,4.49,4.42
0.32,A1,A2,62.0,567.0,4.36,4.39
0.71,A1,A4,62.2,3136.0,5.74,5.71
0.9,A0,A3,61.8,4386.0,6.16,6.21
2.09,A0,A4,61.2,,8.22,8.31
1.04,A0,A4,61.4,4240.0,6.52,6.47
0.73,A1,A0,62.8,2330.0,5.77,5.72
0.7,A4,A0,65.0,1803.0,5.54,5.5
0.31,A1,A3,62.3,625.0,4.33,4.37
1.08,,A5,63.1,6623.0,6.57,6.52
0.61,A1,A0,61.9,1416.0,5.44,5.48
0.52,A3,A3,63.3,1349.0,5.09,5.11
3.01,A4,A1,65.8,18242.0,8.99,8.94
1.02,A0,A3,62.8,5666.0,6.44,6.39
0.4,A1,A2,61.4,1240.0,4.76,4.79
0.56,A1,A0,61.2,1633.0,5.36,5.32
0.35,A1,A3,61.4,706.0,4.53,4.56
0.33,,A4,61.6,738.0,4.46,4.47
0.62,,A1,61.8,1364.0,5.5,5.51
0.34,,A5,60.5,803.0,4.54,4.48
1.27,,A1,63.1,4978.0,6.88,6.84
1.22,,A1,61.5,6121.0,6.86,6.84
0.23,A2,A4,60.4,378.0,3.93,3.99
0.31,,A7,61.0,,4.37,4.39
1.19,A0,A4,59.8,9263.0,7.01,6.94
2.26,,A1,63.1,13797.0,8.3,8.22
0.31,A1,A4,61.3,800.0,4.4,4.43
0.57,,A5,61.9,,5.31,5.35
0.44,A0,A0,61.0,772.0,4.88,4.93
,,A1,61.9,3682.0,5.98,5.96
1.03,A0,A0,61.1,3749.0,6.49,6.44
2.0,A1,A6,60.3,10685.0,8.27,8.16
0.3,A2,A4,63.1,603.0,4.2,4.27
0.4,A1,A4,62.4,951.0,4.73,4.75
1.23,,A4,62.0,9863.0,6.83,6.87
0.54,A2,A0,63.2,1392.0,5.15,5.16
0.7,A2,A2,61.6,3275.0,5.65,5.69
1.53,A2,A0,63.1,7862.0,7.32,7.27
0.3,A1,A2,61.5,878.0,4.34,4.31
0.7,A0,A0,63.0,1827.0,5.66,5.61
0.3,A1,A5,61.5,650.0,4.31,4.35
0.41,A2,A0,64.1,689.0,4.72,4.74
0.39,,A3,63.8,787.0,4.66,4.59
1.11,A1,A4,61.3,5012.0,6.65,6.75
2.01,,A1,65.9,10887.0,7.85,7.78
0.41,,,62.7,827.0,4.71,4.76
0.7,,A3,58.2,2328.0,5.84,5.78
0.75,A0,A3,60.0,2329.0,5.93,5.9
0.5,,A0,62.8,1286.0,5.01,4.99
1.25,A1,A1,61.6,5355.0,6.98,6.91
2.4,A4,A1,65.4,15824.0,8.35,8.29
0.8,A0,A0,61.5,2890.0,5.97,5.94
0.4,,A3,63.5,891.0,4.66,4.69
0.7,A3,A2,62.1,2767.0,5.62,5.65
1.22,A1,A4,62.3,6459.0,6.82,6.86
0.31,A0,,59.2,544.0,4.42,4.47
0.62,A0,A3,61.1,1841.0,5.56,5.5
0.89,A2,,62.7,4003.0,6.08,6.13
0.4,A1,A5,62.4,1043.0,4.74,4.78
1.5,,A4,62.1,11189.0,7.31,7.27
0.72,A2,A4,62.8,2066.0,5.71,5.73
0.37,,A2,60.5,876.0,4.65,4.67
0.37,A0,A4,61.5,999.0,4.7,4.66
1.51,,A0,61.5,11565.0,7.41,7.31
1.21,A3,A6,57.2,3144.0,7.01,6.95
0.81,A1,A0,61.9,3353.0,6.01,5.97
0.41,,A7,61.8,1243.0,4.79,4.76
1.51,A0,A0,62.7,10951.0,7.3,7.25
0.38,A0,A5,61.6,1200.0,4.63,4.66
0.5,A0,,60.7,1125.0,5.13,5.11
1.2,A1,,61.0,5722.0,6.81,6.89
0.91,A3,A0,64.4,3994.0,6.05,6.1
1.01,A1,A2,62.3,11082.0,6.4,6.47
0.51,A0,A3,60.1,1977.0,5.19,5.16
1.0,,A4,62.4,6290.0,6.37,6.33
0.3,A0,A0,62.1,641.0,4.28,4.26
0.71,A3,A3,59.2,2772.0,5.8,5.88
1.27,,A0,59.8,7297.0,7.08,7.01
0.31,A1,A7,61.2,914.0,4.37,4.39
0.41,A1,A3,61.7,809.0,4.79,4.81
0.72,A0,,63.0,2802.0,5.79,5.61
0.53,A1,A3,61.1,1655.0,5.26,5.29
0.4,A1,A2,61.5,1056.0,4.79,4.77
1.29,A2,A1,61.9,,6.99,7.03
0.31,A0,A4,60.5,734.0,4.36,4.37
1.01,A2,,62.8,13312.0,6.36,6.41
